slug,name_zh,name_en,gender,birth_date,birth_date_precision,birth_date_text,death_date,status,birthplace,current_location,father_slug,mother_slug,intro,tags,is_featured,primary_source_ids,evidence_status,review_status,notes
zhi-shi,,Zhi Shi,male,2017-04-24,day,April 24 2017,,alive,,"Sun Island Giant Panda Pavilion, Harbin, Heilongjiang Province, China",,,"Sun Island Giant Panda Pavilion giant panda captured from secondary discovery index.","china-domestic;sun-island-giant-panda-pavilion;gpg-index",false,src_gpg_sun_island_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
zhi-ma,,Zhi Ma,male,2017-04-24,day,April 24 2017,,alive,,"Sun Island Giant Panda Pavilion, Harbin, Heilongjiang Province, China",,,"Sun Island Giant Panda Pavilion giant panda captured from secondary discovery index.","china-domestic;sun-island-giant-panda-pavilion;gpg-index",false,src_gpg_sun_island_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
xing-yu-quanzhou,,Xing Yu,female,2014-06-30,day,June 30 2014,,alive,,"Quanzhou Haisi Safari Park, Quanzhou, Fujian Province, China",,,"Quanzhou Haisi Safari Park giant panda captured from secondary discovery index.","china-domestic;quanzhou-haisi-safari-park;gpg-index",false,src_gpg_quanzhou_haisi_profiles,needs_primary_source,draft,"Uses suffix to avoid future name collisions; needs primary holder/source confirmation."
xing-yuan-quanzhou,,Xing Yuan,male,2014-06-30,day,June 30 2014,,alive,,"Quanzhou Haisi Safari Park, Quanzhou, Fujian Province, China",,,"Quanzhou Haisi Safari Park giant panda captured from secondary discovery index.","china-domestic;quanzhou-haisi-safari-park;gpg-index",false,src_gpg_quanzhou_haisi_profiles,needs_primary_source,draft,"Uses suffix to avoid future name collisions; needs primary holder/source confirmation."
mei-bang-tangshan,,Mei Bang / Mei Hin,female,2008-09-13,day,September 13 2008,,alive,,"Tangshan Zoo, Tangshan, Hebei Province, China",,,"Tangshan Zoo giant panda captured from secondary discovery index.","china-domestic;tangshan-zoo;alias-mei-hin;gpg-index",false,src_gpg_tangshan_profiles,needs_primary_source,draft,"Uses suffix to avoid future name collisions; needs primary holder/source confirmation."
shuang-xi,,Shuang Xi,female,2011-08-09,day,August 9 2011,,alive,,"Tangshan Zoo, Tangshan, Hebei Province, China",,,"Tangshan Zoo giant panda captured from secondary discovery index.","china-domestic;tangshan-zoo;gpg-index",false,src_gpg_tangshan_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
jing-yun,,Jing Yun,male,2015-08-02,day,August 2 2015,,alive,,"Cangzhou Zoo, Cangzhou, Hebei Province, China",,,"Cangzhou Zoo giant panda captured from secondary discovery index.","china-domestic;cangzhou-zoo;gpg-index",false,src_gpg_cangzhou_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
meng-meng-shijiazhuang,,Meng Meng,female,2017-07-23,day,July 23 2017,,alive,,"Shijiazhuang Zoo, Shijiazhuang, Hebei Province, China",,,"Shijiazhuang Zoo giant panda captured from secondary discovery index.","china-domestic;shijiazhuang-zoo;gpg-index",false,src_gpg_shijiazhuang_profiles,needs_primary_source,draft,"Uses suffix to avoid Berlin/Beijing/Hua Mei Meng Meng rows."
qian-bao,,Qian Bao,male,2017-08-03,day,August 3 2017,,alive,,"Shijiazhuang Zoo, Shijiazhuang, Hebei Province, China",,,"Shijiazhuang Zoo giant panda captured from secondary discovery index.","china-domestic;shijiazhuang-zoo;gpg-index",false,src_gpg_shijiazhuang_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
ya-xiang-shijiazhuang,,Ya Xiang,male,2001-08-20,day,August 20 2001,,alive,,"CCRCGP Mianyang Base, Mianyang, Sichuan Province, China",,,"CCRCGP Mianyang Base giant panda also listed in Shijiazhuang transfer history.","china-domestic;shijiazhuang-zoo;ccrcgp-mianyang-base;gpg-index",false,src_gpg_shijiazhuang_profiles;src_gpg_ccrcgp_mianyang_profiles,needs_primary_source,draft,"Uses suffix to avoid future name collisions; primary current-holder profile still needed."
xin-bao-aibao,,Xin Bao,male,2015-06-25,day,June 25 2015,,alive,,"Aibao Safari Park, Baoding, Hebei Province, China",,,"Aibao Safari Park giant panda captured from secondary discovery indexes and Ya'an transfer history.","china-domestic;aibao-safari-park;ccrcgp-yaan-base;gpg-index",false,src_gpg_aibao_safari_profiles;src_gpg_yaan_base_previous_page_7,needs_primary_source,draft,"Uses suffix to avoid San Diego Xin Bao; primary holder/source confirmation still needed."
hua-bao-aibao,,Hua Bao,male,2015-06-25,day,June 25 2015,,alive,,"Aibao Safari Park, Baoding, Hebei Province, China",,,"Aibao Safari Park giant panda captured from secondary discovery indexes and Ya'an transfer history.","china-domestic;aibao-safari-park;ccrcgp-yaan-base;gpg-index",false,src_gpg_aibao_safari_profiles;src_gpg_yaan_base_previous_page_7,needs_primary_source,draft,"Uses suffix to avoid future name collisions; needs primary holder/source confirmation."
ya-mei-aibao,,Ya Mei,female,2015-06-30,day,June 30 2015,,alive,,"Aibao Safari Park, Baoding, Hebei Province, China",,,"Aibao Safari Park giant panda captured from secondary discovery indexes and Ya'an transfer history.","china-domestic;aibao-safari-park;ccrcgp-yaan-base;gpg-index",false,src_gpg_aibao_safari_profiles;src_gpg_meet_world_page_15;src_gpg_yaan_base_previous_page_7,needs_primary_source,draft,"Uses suffix to avoid future name collisions; needs primary holder/source confirmation."
tong-tong-aibao,,Tong Tong,female,2015-07-27,day,July 27 2015,,alive,,"Aibao Safari Park, Baoding, Hebei Province, China",,,"Aibao Safari Park giant panda captured from secondary discovery indexes and Ya'an transfer history.","china-domestic;aibao-safari-park;ccrcgp-yaan-base;gpg-index",false,src_gpg_aibao_safari_profiles;src_gpg_yaan_base_previous_page_7,needs_primary_source,draft,"Uses suffix to avoid Ueno Tong Tong; primary holder/source confirmation still needed."
si-yi,,Si Yi,male,2012-08-19,day,August 19 2012,,alive,,"All Love Park Animal Kingdom, Dezhou, Shandong Province, China",,,"All Love Park Animal Kingdom giant panda captured from secondary discovery index.","china-domestic;all-love-park-animal-kingdom;gpg-index",false,src_gpg_all_love_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
ya-er,,Ya Er,male,2013-08-27,day,August 27 2013,,alive,,"All Love Park Animal Kingdom, Dezhou, Shandong Province, China",,,"All Love Park Animal Kingdom giant panda captured from secondary discovery index.","china-domestic;all-love-park-animal-kingdom;gpg-index",false,src_gpg_all_love_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
xiao-ya-all-love,,Xiao Ya,male,2015-07-26,day,July 26 2015,,alive,,"All Love Park Animal Kingdom, Dezhou, Shandong Province, China",,,"All Love Park Animal Kingdom giant panda captured from secondary discovery indexes.","china-domestic;all-love-park-animal-kingdom;gpg-index",false,src_gpg_all_love_profiles;src_gpg_meet_world_page_15,needs_primary_source,draft,"Uses suffix to avoid future name collisions; needs primary holder/source confirmation."
huan-huan-changyu,,Huan Huan,male,2006-08-14,day,August 14 2006,,alive,,"Changyu Dongtian Panda Pavilion, Wenling, Zhejiang Province, China",,,"Changyu Dongtian Panda Pavilion giant panda captured from secondary discovery index.","china-domestic;changyu-dongtian-panda-pavilion;gpg-index",false,src_gpg_changyu_profiles,needs_primary_source,draft,"Uses suffix to avoid Beauval/Ueno Huan Huan rows."
yao-xin,,Yao Xin,female,2009-09-27,day,September 27 2009,,alive,,"Changyu Dongtian Panda Pavilion, Wenling, Zhejiang Province, China",,,"Changyu Dongtian Panda Pavilion giant panda captured from secondary discovery index.","china-domestic;changyu-dongtian-panda-pavilion;gpg-index",false,src_gpg_changyu_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
zhen-qiao,,Zhen Qiao,female,2010-08-06,day,August 6 2010,,alive,,"China Bamboo Expo Park, Anji, Huzhou, Zhejiang Province, China",,,"China Bamboo Expo Park giant panda captured from secondary discovery index.","china-domestic;china-bamboo-expo-park;gpg-index",false,src_gpg_china_bamboo_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
zhen-hao,,Zhen Hao,male,2010-08-06,day,August 6 2010,,alive,,"China Bamboo Expo Park, Anji, Huzhou, Zhejiang Province, China",,,"China Bamboo Expo Park giant panda captured from secondary discovery index.","china-domestic;china-bamboo-expo-park;gpg-index",false,src_gpg_china_bamboo_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
mao-dou,,Mao Dou,male,2016-07-26,day,July 26 2016,,alive,,"China Bamboo Expo Park, Anji, Huzhou, Zhejiang Province, China",,,"China Bamboo Expo Park giant panda captured from secondary discovery index.","china-domestic;china-bamboo-expo-park;gpg-index",false,src_gpg_china_bamboo_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
xiao-jiao,,Xiao Jiao,male,2001-09-22,day,September 22 2001,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Former China Bamboo Expo Park giant panda captured from secondary discovery index.","china-domestic;china-bamboo-expo-park;gpg-index",false,src_gpg_china_bamboo_profiles,needs_primary_source,draft,"Secondary discovery row; current facility and primary profile need confirmation."
qing-zai,,Qing Zai,male,2003-09-09,day,September 9 2003,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Former China Bamboo Expo Park giant panda captured from secondary discovery index.","china-domestic;china-bamboo-expo-park;gpg-index",false,src_gpg_china_bamboo_profiles,needs_primary_source,draft,"Secondary discovery row; current facility and primary profile need confirmation."
le-shan-wuxi,,Le Shan / Yuan Da,male,2006-08-06,day,August 6 2006,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Former China Bamboo Expo Park and Wuxi Zoo giant panda captured from secondary discovery indexes.","china-domestic;china-bamboo-expo-park;wuxi-zoo;alias-yuan-da;gpg-index",false,src_gpg_china_bamboo_profiles;src_gpg_wuxi_profiles,needs_primary_source,draft,"Uses suffix to avoid future name collisions; current facility and primary profile need confirmation."
shu-ling,,Shu Ling,male,2007-07-05,day,July 5 2007,,alive,,"Liuzhou Zoo, Liuzhou, Guangxi Province, China",,,"Former China Bamboo Expo Park giant panda now listed at Liuzhou Zoo in secondary discovery indexes.","china-domestic;china-bamboo-expo-park;liuzhou-zoo;gpg-index",false,src_gpg_china_bamboo_profiles;src_gpg_liuzhou_archive_profiles,needs_primary_source,draft,"Secondary discovery row; current facility has Liuzhou GPG archive context but still needs primary holder/source confirmation."
ke-lin,,Ke Lin,female,2007-08-13,day,August 13 2007,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Former China Bamboo Expo Park giant panda captured from secondary discovery index.","china-domestic;china-bamboo-expo-park;gpg-index",false,src_gpg_china_bamboo_profiles,needs_primary_source,draft,"Secondary discovery row; current facility and primary profile need confirmation."
qi-qi-yancheng,,Qi Qi,female,2009-09-28,day,September 28 2009,,alive,,"Yancheng Safari Park, Changzhou, Jiangsu Province, China",,,"Yancheng Safari Park giant panda captured from secondary discovery indexes.","china-domestic;yancheng-safari-park;gpg-index",false,src_gpg_yancheng_safari_profiles;src_gpg_meet_world_page_9,needs_primary_source,draft,"Uses suffix to avoid Shanghai Qi Qi; still needs primary holder/source confirmation."
ping-ping-hongshan,,Ping Ping,male,2015-06-27,day,June 27 2015,,alive,,"Nanjing Hongshan Forest Zoo, Nanjing, Jiangsu Province, China",,,"Nanjing Hongshan Forest Zoo giant panda captured from secondary discovery indexes and Ya'an transfer history.","china-domestic;nanjing-hongshan-forest-zoo;ccrcgp-yaan-base;gpg-index",false,src_gpg_nanjing_hongshan_profiles;src_gpg_meet_world_page_15;src_gpg_yaan_base_previous_page_7,needs_primary_source,draft,"Uses suffix to avoid other Ping Ping rows; needs primary holder/source confirmation."
he-he-hongshan,,He He,female,2015-08-10,day,August 10 2015,,alive,,"Nanjing Hongshan Forest Zoo, Nanjing, Jiangsu Province, China",,,"Nanjing Hongshan Forest Zoo giant panda captured from secondary discovery indexes and Ya'an transfer history.","china-domestic;nanjing-hongshan-forest-zoo;ccrcgp-yaan-base;gpg-index",false,src_gpg_nanjing_hongshan_profiles;src_gpg_meet_world_page_15;src_gpg_yaan_base_previous_page_7,needs_primary_source,draft,"Uses suffix to avoid future name collisions; needs primary holder/source confirmation."
jiu-jiu-hongshan,,Jiu Jiu,female,2015-08-10,day,August 10 2015,,alive,,"Nanjing Hongshan Forest Zoo, Nanjing, Jiangsu Province, China",,,"Nanjing Hongshan Forest Zoo giant panda captured from secondary discovery indexes and Ya'an transfer history.","china-domestic;nanjing-hongshan-forest-zoo;ccrcgp-yaan-base;gpg-index",false,src_gpg_nanjing_hongshan_profiles;src_gpg_meet_world_page_15;src_gpg_yaan_base_previous_page_7,needs_primary_source,draft,"Uses suffix to avoid Madrid/Hua Mei/Guangzhou Jiu Jiu rows; needs primary holder/source confirmation."
qing-qing-hongshan,,Qing Qing,female,,year_text,1985,,deceased,,"Nanjing Hongshan Forest Zoo, Nanjing, Jiangsu Province, China",,,"Historic/deceased Nanjing Hongshan Forest Zoo giant panda captured from secondary discovery index.","china-domestic;nanjing-hongshan-forest-zoo;historic;deceased;gpg-index",false,src_gpg_nanjing_hongshan_profiles,needs_primary_source,draft,"Uses suffix until reconciled with other Qing Qing discovery rows."
xian-zi,,Xian Zi,male,2005-07-03,day,July 3 2005,,alive,,"Xixiakou Shendiao Wild Animal Nature Reserve, Rongcheng, Weihai, Shandong Province, China",,,"Former Nanjing Hongshan Forest Zoo giant panda captured from secondary discovery index.","china-domestic;nanjing-hongshan-forest-zoo;xixiakou-shendiao-wild-animal-nature-reserve;gpg-index",false,src_gpg_nanjing_hongshan_profiles,needs_primary_source,draft,"Secondary discovery row; current facility and primary profile need confirmation."
jing-jing-hongshan,,Jing Jing,male,2005-08-06,day,August 6 2005,,alive,,"Xixiakou Shendiao Wild Animal Nature Reserve, Rongcheng, Weihai, Shandong Province, China",,,"Former Nanjing Hongshan Forest Zoo giant panda captured from secondary discovery index.","china-domestic;nanjing-hongshan-forest-zoo;xixiakou-shendiao-wild-animal-nature-reserve;gpg-index",false,src_gpg_nanjing_hongshan_profiles,needs_primary_source,draft,"Uses suffix to avoid future name collisions; current facility and primary profile need confirmation."
cui-cui,,Cui Cui,female,2006-08-25,day,August 25 2006,,alive,,"CCRCGP Wolong Gengda Base, Sichuan Province, China",,,"Former Nanjing Hongshan Forest Zoo giant panda captured from secondary discovery index.","china-domestic;nanjing-hongshan-forest-zoo;gengda;gpg-index",false,src_gpg_nanjing_hongshan_profiles,needs_primary_source,draft,"Secondary discovery row; current facility and primary profile need confirmation."
zhao-yang,,Zhao Yang,male,2010-07-27,day,July 27 2010,,alive,,"Yueyang Chinese Giant Panda Garden, Yueyang, Hunan Province, China",,,"Former Nanjing Hongshan Forest Zoo giant panda captured from secondary discovery index.","china-domestic;nanjing-hongshan-forest-zoo;yueyang-chinese-giant-panda-garden;gpg-index",false,src_gpg_nanjing_hongshan_profiles,needs_primary_source,draft,"Secondary discovery row; current facility and primary profile need confirmation."
